,QaA,QbA,QcA,QdA,QeA,QfA,QgA,QhA,QiA,QjA,QkA,QlA,QmA,QnA,QoA,QpA,QqA,QrA,QsA,QtA,education,married,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13,QaE_new,QbE_new,QcE_new,QdE_new,QeE_new,QfE_new,QgE_new,QhE_new,QiE_new,QjE_new,QkE_new,QlE_new,QmE_new,QnE_new,QoE_new,QpE_new,QqE_new,QrE_new,QsE_new,QtE_new,wr_new,age_10s,age4,race_white,QtotalE,Mach_score,mach_per,Asian,Black,Other,White,tp_score
585,4,2,1,4,2,2,2,1,2,3,3,5,4,4,2,4,4,2,3,2,2,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,0,0,0,1,1,2.8,1,0,0,0,1,3.4
586,4,1,4,1,5,4,5,1,5,2,1,1,4,1,1,1,5,3,4,1,4,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,2,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,2.7,0,0,0,0,1,2.8
587,4,4,5,5,4,5,4,3,4,4,3,5,5,3,5,4,5,3,4,4,2,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,4.15,2,0,0,0,1,2.8
588,5,2,4,5,1,2,1,1,1,1,1,5,5,1,4,1,5,2,4,1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,2.6,0,0,0,0,1,4.1
589,5,1,4,5,1,2,4,3,1,5,1,1,4,2,2,2,2,2,1,1,3,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,0,2,1,1,2.45,0,0,0,0,1,2.8
590,4,3,5,5,5,4,5,1,4,4,3,5,4,4,4,5,5,2,4,4,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,4.0,2,0,0,0,1,3.4
591,5,4,4,2,5,2,5,5,2,4,1,1,5,2,4,5,2,2,4,4,4,2,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,2,1,1,0,2,1,1,0,1,0,1,0,0,1,0,1,0,0,2,1,1,3.4,1,0,0,0,1,3.5
592,4,4,5,4,4,4,5,2,3,3,2,5,3,3,3,5,5,2,4,5,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,3.75,1,0,0,0,1,3.3
593,3,1,4,2,4,2,2,1,1,4,1,2,2,2,2,4,2,3,2,4,4,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,0,2,1,1,2.4,0,0,0,0,1,2.4
594,5,1,5,5,5,1,2,2,1,3,1,4,2,1,1,2,3,3,3,1,4,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,1,1,1,2,1,0,0,1,0,1,2.55,0,0,0,1,0,3.1
595,4,1,4,1,1,4,2,1,1,2,2,1,1,4,2,1,2,3,2,1,2,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,0,1,0,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,0,0,1,1,1,2.0,0,0,0,0,1,1.8
596,4,2,4,5,5,4,3,1,3,3,1,5,2,1,4,2,2,3,3,1,3,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,0,1,1,1,1,2,1,0,0,1,1,1,2.9,1,0,0,0,1,1.1
597,5,1,3,4,5,5,1,2,5,2,3,2,4,5,5,3,4,4,4,4,3,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,2,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,3.55,1,0,0,0,1,1.8
598,4,1,5,4,5,4,4,4,4,4,1,5,5,5,4,2,2,2,2,5,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,2,1,0,1,1,0,0,0,1,1,1,3.6,1,0,0,0,1,2.5
599,5,5,5,2,2,3,3,4,3,4,2,2,4,4,2,4,3,2,1,4,4,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,0,0,1,0,1,3.2,1,1,0,0,0,1.7
600,5,4,5,5,5,5,5,3,4,5,1,5,5,5,1,2,5,5,1,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,2,2,1,1,2,2,0,1,2,1,1,1,0,1,0,2,1,1,4.05,2,0,0,0,1,3.0
601,5,2,5,1,5,5,5,5,1,5,1,5,5,5,4,5,2,3,5,4,4,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,0,0,2,1,1,3.9,1,0,0,0,1,1.5
602,3,4,3,3,3,3,4,4,3,5,2,5,5,4,4,4,3,1,5,4,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,2,1,1,0,0,0,0,1,3.6,1,0,0,1,0,2.8
603,5,1,5,4,5,4,3,2,1,5,3,5,2,5,5,5,5,3,2,5,4,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,2,1,0,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,1,3.75,1,1,0,0,0,1.3
604,4,1,1,4,3,4,2,1,2,1,1,5,4,2,2,4,2,2,4,1,2,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2.5,0,0,0,0,1,2.8
605,5,5,5,5,5,5,5,3,3,3,1,5,5,5,5,5,5,5,5,3,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,4.4,2,0,0,0,1,2.9
606,4,4,3,4,4,4,3,1,4,2,2,5,5,3,4,2,2,2,4,5,3,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,3.35,1,0,0,0,1,2.2
607,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,2,3,5,5,5,4,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,4.6,2,0,0,0,1,0.9
608,5,5,5,5,5,5,4,3,1,5,4,5,4,4,5,4,2,2,4,5,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,2,1,1,2,2,2,0,1,1,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,1,4.1,2,0,0,1,0,2.9
609,5,2,5,5,5,1,1,5,5,5,4,1,5,1,5,5,4,1,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,3.75,1,1,0,0,0,1.4
610,5,3,5,5,4,4,5,1,4,4,2,5,4,4,4,4,4,5,4,3,3,3,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,0,2,1,1,1,1,0,0,1,1,1,3.95,1,0,0,0,1,2.1
611,4,2,4,4,3,3,1,3,2,4,2,4,4,3,3,4,3,2,4,3,2,2,0,1,0,1,1,0,1,1,0,1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,0,0,1,1,1,3.1,1,0,0,0,1,3.0
612,4,5,4,5,4,4,1,1,1,4,1,4,4,4,4,1,1,4,4,4,2,3,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,2,0,0,2,1,1,3.2,1,0,0,0,1,2.4
613,1,1,2,1,1,5,2,1,1,2,1,4,1,2,1,1,1,2,1,1,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1.6,0,0,0,0,1,3.0
614,5,5,5,5,1,4,5,4,1,4,3,5,5,5,5,5,4,5,5,5,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1,1,4.3,2,0,0,0,1,2.8
615,5,5,4,5,5,4,5,5,5,5,1,2,4,1,5,5,2,5,3,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,2,1,1,4.05,2,0,0,0,1,2.0
616,4,2,3,4,4,3,3,3,2,3,2,4,4,2,4,2,3,3,3,2,2,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,0,0,1,1,1,3.0,1,0,0,0,1,2.3
617,3,1,1,4,3,2,3,1,1,2,1,3,1,1,1,1,3,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,1,1,1,2,0,1,0,0,1,1,1,1,1,0,2,1,1,1.75,0,0,0,0,1,2.8
618,5,4,5,4,1,1,1,4,3,5,1,4,3,4,4,5,2,3,5,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,1,0,2,1,1,3.4,1,0,0,0,1,2.4
619,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,0,1,2,0,0,2,0,1,4.5,2,0,0,1,0,2.7
620,1,1,1,5,3,4,5,2,1,2,1,4,2,3,1,1,1,4,1,1,4,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,0,1,1,1,0,1,1,0,2,1,1,2.2,0,0,0,0,1,1.3
621,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4.6,2,0,0,0,1,2.0
622,5,4,4,4,5,1,1,4,2,3,1,1,4,1,2,3,5,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2.7,0,0,1,0,0,2.1
623,4,1,1,4,2,4,1,1,2,4,1,1,1,1,4,2,5,1,4,3,3,2,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,2.35,0,0,0,0,1,2.1
624,5,4,4,3,5,4,5,4,1,4,2,3,4,4,1,2,3,5,4,1,2,3,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,0,0,2,1,1,3.4,1,0,0,0,1,1.9
625,4,2,5,5,5,5,5,1,5,4,4,5,3,5,4,4,4,4,5,5,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,2,2,0,0,0,1,2,1,2,1,2,1,0,1,1,0,1,1,1,4.2,2,0,0,0,1,2.4
626,5,1,4,5,5,4,4,3,2,3,2,5,4,5,5,1,5,5,3,4,3,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,2,2,2,2,1,1,2,1,1,1,0,2,1,0,2,0,1,2,2,0,0,1,0,1,3.75,1,0,0,1,0,2.1
627,2,4,2,4,3,4,2,2,2,4,2,4,2,4,2,1,1,4,2,2,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,2,2,2,2,1,1,1,1,2,0,1,1,2,1,2,2,2,2,0,1,0,0,0,1,1,2.65,0,0,0,0,1,3.4
628,5,5,5,5,5,5,4,1,5,4,5,5,5,5,4,2,4,5,4,5,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4.4,2,1,0,0,0,2.7
629,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.4,2,0,0,0,1,4.1
630,5,4,5,5,4,4,5,3,4,5,3,5,5,4,4,4,5,3,4,5,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,1,1,1,0,0,0,1,1,4.3,2,0,0,0,1,3.5
631,5,3,4,5,5,5,1,4,4,4,2,5,4,4,4,4,2,4,5,2,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,0,1,1,1,1,0,0,1,1,1,3.8,1,0,0,0,1,2.8
632,5,1,5,3,1,5,5,1,1,5,1,5,2,2,3,4,1,2,2,1,3,1,0,1,0,0,1,0,1,1,0,1,0,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,0,1,0,1,2.75,1,1,0,0,0,3.0
633,4,1,1,5,5,5,2,1,2,2,1,5,1,2,3,5,4,2,4,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,2.8,1,0,0,0,1,1.9
634,5,1,2,5,2,1,1,1,1,5,1,4,1,1,4,2,3,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,0,0,1,0,1,2.3,0,1,0,0,0,3.0
635,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,5.0,2,0,0,1,0,2.9
636,4,4,4,4,4,5,4,2,4,5,1,5,1,4,4,2,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,1,3.4,1,0,0,0,1,2.6
637,5,1,1,5,5,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,2,3,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,0,0,2,1,1,2.0,0,0,0,0,1,0.9
638,4,5,4,5,5,4,2,1,4,4,1,5,3,4,4,4,5,2,4,3,4,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,2,1,1,3.65,1,0,0,0,1,1.9
639,4,3,5,4,4,5,4,5,4,4,1,5,5,4,4,4,2,1,4,5,3,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,3.85,1,1,0,0,0,2.4
640,5,3,2,5,4,2,3,1,1,4,1,5,5,2,1,4,1,5,5,5,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,2,2,1,1,0,2,0,1,2,1,1,1,2,1,0,1,1,1,1,0,0,0,1,1,3.2,1,0,0,0,1,0.9
641,5,1,5,3,5,2,2,3,5,2,3,1,5,2,3,4,4,1,4,3,2,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,3.15,1,0,0,0,1,4.1
642,5,4,5,5,5,4,5,5,4,4,4,4,5,5,4,5,4,4,4,5,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,2,0,1,1,0,0,1,0,1,0,1,2,0,1,0,1,1,1,4.5,2,0,0,0,1,3.0
643,4,2,4,4,3,2,5,2,1,3,1,5,4,2,1,4,4,2,1,2,2,1,0,1,0,1,1,0,1,1,0,1,1,1,0,2,1,2,2,1,2,1,1,0,1,1,1,1,1,1,2,1,0,0,1,0,0,1,1,1,2.8,1,0,0,0,1,2.1
644,3,2,5,5,5,5,5,4,5,4,4,5,5,5,4,5,4,2,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0,0,1,1,1,1,2,0,1,2,2,1,1,1,2,2,1,1,1,1,0,1,1,1,4.2,2,0,0,0,1,3.9
645,5,1,5,4,4,4,5,1,5,5,1,5,4,5,5,4,4,3,4,5,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,2,2,1,1,1,1,2,1,2,2,1,1,1,0,2,2,2,1,1,0,0,1,0,1,3.95,1,0,1,0,0,3.3
646,4,2,3,4,4,4,4,1,2,4,2,5,4,2,2,4,2,4,2,1,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,0,0,0,0,1,3.0,1,1,0,0,0,2.5
647,4,4,5,5,3,5,5,3,5,4,5,3,5,5,5,2,4,5,4,5,1,3,0,1,0,0,0,0,1,1,0,1,0,1,0,2,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1,4.3,2,0,0,1,0,1.9
648,2,1,4,4,1,1,2,1,1,4,1,1,2,1,1,2,2,1,2,4,4,2,1,1,1,0,1,0,1,1,0,1,0,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,0,0,2,0,1,1.9,0,1,0,0,0,1.3
649,4,4,4,5,4,5,4,2,4,5,3,5,3,4,5,3,5,4,4,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,1,4.05,2,0,0,1,0,2.7
650,5,4,3,5,5,5,5,3,3,5,4,5,5,1,4,4,4,2,5,5,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,4.1,2,0,0,1,0,3.5
651,5,1,1,3,2,4,2,1,1,1,1,3,4,2,1,2,1,1,1,1,2,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,0,0,1,1,1,1.9,0,0,0,0,1,2.2
652,3,1,4,2,1,5,1,1,2,1,1,3,4,3,4,4,2,1,4,2,2,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,2,1,1,1,2,1,0,1,0,2,2,2,1,1,0,2,1,1,0,0,0,0,1,2.45,0,1,0,0,0,0.8
653,5,4,4,5,5,5,5,1,4,5,3,5,4,4,5,4,5,3,5,5,3,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,0,2,1,1,1,1,2,1,2,2,1,2,1,0,1,0,1,0,1,4.3,2,0,0,1,0,2.1
654,4,4,5,5,5,5,5,1,5,5,5,5,5,5,4,2,4,5,5,2,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,1,0,1,2,1,1,1,0,0,0,1,0,1,1,1,4.3,2,0,0,0,1,2.7
655,4,4,4,4,4,5,2,2,3,4,3,5,5,3,3,3,3,3,4,4,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,1,1,1,0,0,1,0,0,0,1,1,1,3.6,1,0,0,0,1,3.5
656,5,4,5,5,5,5,5,4,4,2,1,5,4,5,5,4,3,3,2,4,3,3,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,0,0,0,2,1,1,4.0,2,0,0,0,1,2.1
657,4,1,2,3,1,1,2,3,1,3,1,5,2,1,1,2,2,2,2,2,3,1,1,0,0,1,1,0,1,1,1,1,0,1,1,2,1,2,1,0,2,1,0,1,2,1,1,1,1,2,2,1,1,1,2,0,0,1,1,1,2.05,0,0,0,0,1,2.0
658,3,1,5,5,5,5,1,3,1,5,1,5,3,2,4,4,5,2,1,2,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,2,2,0,1,1,1,0,0,1,1,2,1,2,1,1,0,0,1,0,0,0,1,1,3.15,1,0,0,0,1,3.1
659,4,2,4,4,2,5,4,2,2,4,3,3,5,2,5,2,4,4,3,5,4,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,2,1,1,2,0,1,1,1,2,1,1,0,2,2,1,2,2,0,0,0,0,1,3.45,1,1,0,0,0,2.3
660,5,5,5,5,3,5,5,3,4,5,4,5,5,4,5,1,5,5,5,3,2,1,0,0,0,0,1,0,1,1,0,1,0,0,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,0,0,1,1,1,4.35,2,0,0,0,1,2.2
661,3,2,3,2,3,2,2,1,1,2,1,4,2,1,2,3,3,1,1,1,2,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,2,1,0,1,1,1,0,2,0,0,1,2,1,1,1,0,1,0,0,0,0,0,1,2.0,0,0,0,1,0,2.4
662,5,1,4,5,5,4,4,1,1,5,1,2,4,2,3,2,4,4,1,2,3,3,1,1,0,1,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,3.0,1,0,0,0,1,2.3
663,5,1,5,4,4,2,1,1,2,2,1,5,5,2,4,1,2,2,4,5,2,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,2,0,1,1,0,0,0,0,2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,2.9,1,0,0,1,0,3.0
664,4,1,2,4,5,4,5,1,2,1,1,5,4,4,1,3,3,3,3,2,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,1,2.9,1,0,0,1,0,2.5
665,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,2,2,2,1,1,1,0,1,0,2,1,1,1,1,1,2,1,2,0,0,2,1,1,1.3,0,0,0,0,1,1.6
666,5,5,4,5,5,3,5,2,4,2,1,5,2,2,5,2,2,3,4,2,4,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,3.4,1,1,0,0,0,2.4
667,4,1,2,4,5,5,5,1,1,2,1,5,1,4,4,1,1,5,1,1,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,0,1,1,0,0,2,1,1,0,0,2,1,1,2.7,0,0,0,0,1,2.7
668,5,5,2,5,5,3,5,1,4,4,5,5,5,5,5,5,5,5,1,4,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4.2,2,0,0,0,1,2.8
669,5,2,5,5,5,5,5,2,5,4,5,5,5,5,5,4,4,5,5,5,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,2,0,1,1,0,1,1,0,0,1,0,0,0,0,2,1,1,0,2,0,0,1,1,1,4.55,2,0,0,0,1,3.7
670,2,2,4,5,5,4,2,1,1,4,1,5,3,2,1,1,5,3,2,2,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,2,1,1,0,0,1,1,1,2.75,1,0,0,0,1,1.5
671,4,1,3,3,1,5,4,2,2,5,2,5,4,3,2,3,4,3,3,3,3,3,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,1,1,1,3.1,1,0,0,0,1,2.5
672,4,4,5,5,5,2,2,1,4,4,1,5,2,1,4,2,2,4,4,4,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,2,0,0,0,0,1,3.25,1,0,0,1,0,3.6
673,4,2,3,3,2,2,4,1,1,3,1,3,1,1,2,4,4,1,2,2,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,2,1,2,0,1,2,1,2,1,2,2,0,0,0,0,1,2.3,0,1,0,0,0,3.0
674,4,4,5,5,5,4,5,1,4,4,3,3,4,4,5,4,4,5,3,4,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,0,1,1,1,4.0,2,0,0,0,1,3.0
675,2,2,4,4,4,2,4,4,2,4,3,5,4,1,4,2,3,4,5,5,3,2,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,3.4,1,0,0,0,1,1.8
676,5,1,4,5,3,4,5,3,2,2,1,5,3,4,4,1,5,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3.45,1,0,0,0,1,3.6
677,5,3,1,5,2,4,1,2,3,4,1,4,2,4,3,2,3,4,3,1,4,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,3,1,1,2.85,1,0,0,0,1,2.3
678,4,3,4,4,3,4,4,2,4,2,4,4,3,5,2,2,4,4,3,2,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,2,1,0,2,0,1,2,2,2,1,1,1,2,1,1,0,2,1,1,0,0,0,1,1,3.35,1,0,0,0,1,4.3
679,5,2,4,5,5,5,5,1,5,4,3,5,1,5,2,1,5,5,5,5,4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,2,2,1,1,1,2,1,1,1,2,1,1,0,2,1,1,3.9,1,0,0,0,1,1.8
680,3,3,3,3,3,3,3,1,3,1,1,3,1,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,1,2,2,0,0,2,2,2,1,1,2,0,1,0,1,1,2,2,1,0,1,0,1,2.5,0,0,0,1,0,2.2
681,5,5,5,5,4,5,4,5,4,5,4,5,5,5,4,5,5,5,5,4,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,1,1,4.7,2,0,0,0,1,3.5
